id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
ManueAmaral825;Manuel Amaral;manueamaral825@li3.pt;(351) 966429825;1974/06/02;M;ZY581267;PT;Rua Freitas, 136792-822 Montemor-o-Novo;2019/03/23 17:13:08;cash;active
MAbreu;Matilde Abreu;mabreu@li3.pt;(351) 235848192;1994/03/23;F;RG369942;PT;Praça de Moradais Populares do Carriçal, 549744-517 Olhão;2015/05/09 06:14:41;cash;ACTIVE
DiCardoso;Diogo Cardoso;dicardoso@li3.pt;+351929264711;1988/01/04;M;KJ810984;PT;Rua Irmã Lúcia, 571428-798 Barcelos;2011/12/19 15:52:23;debit_card;active
XaCampos1935;Xavier Campos;xacampos1935@li3.pt;+351290609205;2002/12/18;M;AU542234;PT;Largo Soraia Pereira, 267043-686 Matosinhos;2012/09/26 16:39:02;cash;active
SanMorais;Sandro Morais;sanmorais@li3.pt;267379189;1996/10/06;M;BH818149;PT;Largo Pedro Lopes, S/N4674-084 Tavira;2020/01/22 09:46:32;credit_card;active
MélaniValente1869;Mélanie Valente;mélanivalente1869@li3.pt;(351) 294 952 575;1978/05/22;F;KO419133;PT;R. de Faria, 694873-505 Santa Comba Dão;2015/06/27 00:50:06;credit_card;active
AntóniBrito;António Brito;antónibrito@li3.pt;966465679;1993/01/28;M;SX503337;PT;R. de Ribeiro, 446602-729 Amadora;2013/10/09 20:27:00;debit_card;active
Raquel-ÂngelMartins1370;Raquel-Ângela Martins;raquel-ângelmartins1370@li3.pt;(351) 923424419;2002/01/24;F;JO842706;PT;Rua de Amaral, 88414-228 Castelo Branco;2020/11/08 20:10:20;cash;active
ÍAmorim;Íris Amorim;íamorim@li3.pt;(351) 933 607 768;1976/01/14;F;RR217190;PT;Rua Carneiro, S/N9380-546 Póvoa de Santa Iria;2018/01/31 08:30:05;credit_card;RR217190
IsabMaia;Isabela Maia;isabmaia@li3.pt;(351) 969020780;1975/01/15;F;JE999957;PT;Praça Bryan Teixeira, 3005102-152 Estremoz;2011/08/26 02:54:29;debit_card;Active
BryPinto889;Bryan Pinto;brypinto889@li3.pt;(351) 930315730;1985/11/06;M;UB993819;PT;Largo das Congostas, 20211-167 Vizela;2018/02/22 05:29:01;debit_card;active
PaCorreia;Patrícia Correia;pacorreia@li3.pt;(351) 964 721 904;1990/09/18;F;CY967453;PT;Rua de Correia, 231824-918 Ponta Delgada;2015/12/17 20:33:20;debit_card;active
ÉriNeto-Melo;Érica Neto-Melo;érineto-melo@li3.pt;928 134 294;1998/08/21;F;TK766125;PT;Praça dos Mártires da Pátria, 4253804-647 Vendas Novas;2019/05/13 06:55:39;debit_card;active
CarolinLopes1273;Carolina Lopes;carolinlopes1273@li3.pt;(351) 917074568;1996/10/17;F;WF536409;PT;Avenida Monteiro, 957640-109 Guimarães;2020/12/21 03:47:20;debit_card;active
CarGuerreiro1400;Carminho Guerreiro;carguerreiro1400@li3.pt;(351) 910270122;1995/04/21;F;GN268746;PT;Travessa Anjos, 1298670-157 Maia;2014/02/11 01:42:08;cash;active
KéLourenço;Kévim Lourenço;kélourenço@li3.pt;+351962518188;1952/05/24;M;SQ648762;PT;R. Bianca Freitas, 19187-937 Rio Maior;2017/10/20 20:03:42;debit_card;active
BruLopes;Bruna Lopes;brulopes@li3.pt;(351) 298 644 609;1959/06/02;F;FP756153;PT;Travessa das Cebolas, 13384-036 Horta;2020/10/13 23:07:38;debit_card;active
DuAntunes-Simões;Duarte Antunes-Simões;duantunes-simões@li3.pt;938651955;1971/02/16;M;MB683763;PT;R. do Monte, S/N8761-792 Valongo;2020/10/03 17:39:17;debit_card;active
EnTavares;Enzo Tavares;entavares@li3.pt;+351967642517;1993/02/22;M;ED116201;PT;Avenida de Branco, 897673-963 Paredes;2010/04/20 05:34:11;credit_card;active
JoeMartins375;Joel Martins;joemartins375@li3.pt;(351) 968 538 476;1950/03/05;M;TY508434;PT;Avenida de Lima, 417465-331 Gondomar;2018/04/12 18:32:08;debit_card;active
SaloAzevedo-Gaspar;Salomé Azevedo-Gaspar;saloazevedo-gaspar@li3.pt;(351) 931198448;1963/05/30;F;RL747339;PT;Avenida Figueiredo, S/N7583-056 Porto;2012/05/27 18:31:47;debit_card;active
ConAndrade367;Constança Andrade;conandrade367@li3.pt;(351) 967 172 616;1956/11/03;F;KY654013;PT;Rua da Ranha, 429684-355 Câmara de Lobos;2013/09/14 06:51:29;cash;active
AndrDomingues;André Domingues;andrdomingues@li3.pt;268 758 398;2003/06/09;M;EC347110;PT;Av Rodrigues, 290916-302 Valbom;2011/12/25 05:43:21;credit_card;active
InêCarneiro218;Inês Carneiro;inêcarneiro218@li3.pt;(351) 203702688;1950/12/06;F;JZ532626;PT;Praça Ribeirinhos, 988202-045 Caldas da Rainha;2013/03/30 00:58:30;credit_card;active
PatrNunes;Patrícia Nunes;patrnunes@li3.pt;914016985;2003/07/18;F;BH027132;PT;Av do Arboreto, 117629-419 Gandra;2018/06/13 14:02:09;cash;active
JoFreitas1006;Joel Freitas;jofreitas1006@li3.pt;200 202 933;1991/01/28;M;OU552484;PT;Avenida Baptista, 348836-404 Silves;2015/10/28 13:59:25;debit_card;active
RenaCastro;Renata Castro;renacastro@li3.pt;964 948 013;1995/05/08;F;FQ142095;PT;Largo Azevedo, 64925-877 Lisboa;2014/06/18 22:40:45;debit_card;active
Erica-Marques1525;Erica-Naiara Marques;erica-marques1525@li3.pt;(351) 912 879 586;2003/01/17;F;KS405947;PT;R. de Ferreira, 686724-358 Elvas;2015/10/23 18:34:26;cash;active
JoGarcia;Joaquim Garcia;jogarcia@li3.pt;(351) 924 338 506;1989/06/17;M;XS582982;PT;Rua Torres, 9461860-739 Póvoa de Varzim;2019/08/11 06:38:17;debit_card;active
MigueFreitas;Miguel Freitas;miguefreitas@li3.pt;(351) 935 205 966;1960/06/30;M;TF468420;PT;Av de Baptista, 489010-620 Mirandela;2019/10/24 18:36:39;cash;active
AnMarques;António Marques;anmarques@li3.pt;921 153 943;1991/12/31;M;EJ767903;PT;Avenida Leandro Andrade, S/N7265-341 Mêda;2015/06/09 02:31:31;cash;active
JSimões;Jéssica Simões;jsimões@li3.pt;(351) 966 422 369;1955/06/02;F;XQ901632;PT;Travessa de Amaral, S/N5600-612 Albufeira;2015/04/25 01:55:37;cash;active
HugAbreu;Hugo Abreu;hugabreu@li3.pt;968854739;1998/08/11;M;AW409192;PT;Largo de Gomes, S/N8644-881 Portalegre;2014/08/08 23:34:57;debit_card;active
RenatPires;Renato Pires;renatpires@li3.pt;(351) 914537930;1968/11/08;M;DJ485334;PT;R. Pacheco, 862619-158 Barcelos;2017/05/05~00:45:07;credit_card;active
BriEsteves;Brian Esteves;briesteves@li3.pt;272 769 513;1982/05/30;M;GR443488;PT;Travessa José Luís Nunes, 8667801-551 Fiães;2011/01/05 22:27:23;cash;active
SOliveira-Alves;Salvador Oliveira-Alves;soliveira-alves@li3.pt;(351) 256 495 779;1976/10/06;M;OB334754;PT;Alameda de Lopes, 763414-958 Gouveia;2012/08/03 11:45:43;debit_card;active
EmmNascimento-Correia;Emma Nascimento-Correia;emmnascimento-correia@li3.pt;(351) 933 494 918;1997/07/07;F;CD843472;PT;Av das Pedras, 53515-052 Espinho;2016/12/31 11:58:39;cash;active
MartGaspar1001;Martim Gaspar;martgaspar1001@li3.pt;287 260 213;1965/02/28;M;EK425068;PT;Praça Carolina Batista, 1070137-905 Mealhada;2015/12/27 04:14:26;cash;active
MarAzevedo;Mara Azevedo;marazevedo@li3.pt;(351) 920595142;1965/05/15;F;QO821147;PT;Av de Nascimento, S/N2688-946 Vale de Cambra;2018/02/08 22:59:34;cash;active
CatariMagalhães-Figueiredo1371;Catarina Magalhães-Figueiredo;catarimagalhães-figueiredo1371@li3.pt;928 268 312;1961/12/19;F;FU828147;PT;Praça de Mota, 811928-756 Serpa;2020/03/17 03:52:26;debit_card;active
MaurAntunes1651;Mauro Antunes;maurantunes1651@li3.pt;+351227561709;1952/06/03;M;YG026794;PT;R. de Garcia, S/N6499-415 Barreiro;2017/08/23 19:59:12;cash;active
LoAzevedo403;Lorena Azevedo;loazevedo403@li3.pt;(351) 237271797;1995/09/01;F;FJ040139;PT;Largo Erica Cardoso, 318391-109 Praia da Vitória;2014/07/25 10:26:39;cash;active
NúrReis;Núria Reis;núrreis@li3.pt;968761698;1961/11/09;F;JN757091;PT;Rua das Tágides, 292398-181 Tomar;2010/06/16 10:36:50;cash;active
JosSousa-Cruz;José Sousa-Cruz;jossousa-cruz@li3.pt;(351) 923 555 814;1972/10/06;M;LS470786;PT;Largo Brito, 19724-633 Queluz;2015/11/05 14:21:53;credit_card;active
NunMelo1138;Nuno Melo;nunmelo1138@li3.pt;(351) 216 291 126;1955/03/19;M;LK307325;PT;Largo Baptista, S/N9330-407 Penafiel;2017/11/17 09:37:49;credit_card;active
ArBranco1168;Artur Branco;arbranco1168@li3.pt;(351) 921 398 663;1993/08/10;M;PZ898378;PT;Alameda de Jesus, 854036-869 Mangualde;2019/04/17 02:54:36;credit_card;inactive
LuísGuerreiro2008;Luísa Guerreiro;luísguerreiro2008@li3.pt;(351) 919 162 705;2001/05/31;F;UP574008;PT;Travessa Manuel Pinto de Azevedo Júnior, 639853-577 Guarda;2013/12/03 18:19:34;cash;active
EnAndrade847;Enzo de Andrade;enandrade847@li3.pt;(351) 964345793;2000/08/26;M;OW089876;PT;Avenida Rúben Monteiro, 761281-191 Beja;2010/08/11 11:31:19;credit_card;active
JMiranda;José Miranda;jmiranda@li3.pt;961 718 276;1994/11/22;M;JX784883;PT;Travessa de Loureiro, S/N0883-821 Tomar;2010/07/07 16:43:04;cash;active
MéMatias;Mélanie Matias;mématias@li3.pt;(351) 928198338;1962/09/06;F;QX228831;PT;R. de Campos, 67560-394 Ribeira Grande;2017/02/06 11:11:43;debit_card;active
SaAnjos-Cruz;Salvador Anjos-Cruz;saanjos-cruz@li3.pt;;1993/08/21;M;CP929096;PT;R. de Borges, 1745927-243 Trancoso;2020/04/12 12:03:41;debit_card;active
SandrRodrigues826;Sandro Rodrigues;sandrrodrigues826@li3.pt;+351935921448;2003/03/19;M;RL247301;PT;Largo de Bonjóia, 357923-846 Santarém;2013/11/04 17:26:04;cash;Active
NaiSantos1362;Naiara Santos;naisantos1362@li3.pt;924200699;1989/06/01;F;HS814174;PT;Av de Valente, 9574220-422 Ílhavo;2020/12/17 11:45:36;debit_card;inactive
MaFreitas-Assunção;Margarida Freitas-Assunção;mafreitas-assunção@li3.pt;+351283212336;1962/02/06;F;DG723264;PT;Travessa Moura, 91004-561 Montemor-o-Novo;2018/11/10 01:06:12;cash;active
JoaquiPaiva1547;Joaquim Paiva;joaquipaiva1547@li3.pt;+351241850538;1992/01/21;M;HU106725;PT;Avenida Jorge Luis Borges, 518264-789 Odivelas;2014/07/22 12:55:38;debit_card;active
FrederMendes;Frederico Mendes;fredermendes@li3.pt;(351) 263293411;1984/01/13;M;QF481225;PT;R. Coelho, 758487-148 Ermesinde;2014/01/29 03:22:01;credit_card;active
AlíciSoares572;Alícia Soares;alícisoares572@li3.pt;(351) 968 797 970;1986/11/02;F;RD715563;PT;Travessa Benjamim Paiva, 9636445-036 Vila Nova de Foz Côa;2013/03/05 23:06:23;credit_card;active
ÂngGuerreiro647;Ângela Guerreiro;ângguerreiro647@li3.pt;(351) 263 774 686;1957/02/20;F;JH327782;PT;Largo de Magalhães, 538317-444 Sintra;2012/02/21 20:13:40;cash;active
InSantos-Rodrigues1224;Inês Santos-Rodrigues;insantos-rodrigues1224@li3.pt;(351) 213636115;1954/02/20;F;YL456624;PT;Praça de Garcia, 224630-060 Pombal;2012/08/01 21:25:05;debit_card;active
ETeixeira;Emma Teixeira;eteixeira@li3.pt;(351) 275 934 362;1976/12/28;F;TT403724;PT;Avenida Maria Fernandes, 413956-635 Santo Tirso;2018/05/21 16:37:15;cash;Active
NaCorreia-Costa;Nair Correia-Costa;nacorreia-costa@li3.pt;+351922448785;2003/03/17;F;EW782475;PT;Praça Pinho, 263459-939 Valongo;2012/09/15 01:17:32;credit_card;active
LaLourenço;Larissa Lourenço;lalourenço@li3.pt;(351) 913 573 278;1975/10/31;F;JD430032;PT;Travessa de Costa Cabral, 456960-043 Penafiel;2015/08/11 05:26:49;credit_card;active
GabValente1167;Gabriela Valente;gabvalente1167@li3.pt;+351223590103;1954/12/03;F;DM416488;PT;R. Lia Barros, 556371-732 Moura;2015/04/10 17:10:04;cash;active
NoTorres-Lima73;Noa Torres-Lima;notorres-lima73@li3.pt;(351) 937 504 148;1986/06/05;M;JP306644;PT;Alameda de Gonçalves, 516652-383 Portalegre;2012/05/30 14:41:40;debit_card;active
EGomes-Silva;Erika Gomes-Silva;egomes-silva@li3.pt;+351969668165;1962/08/10;F;VJ284337;PT;Praça Carminho Abreu, 508284-766 Amarante;2019/11/16 18:00:54;cash;active
NoMota1354;Noah Mota;nomota1354@li3.pt;(351) 933 665 301;1960/07/29;M;KI124619;PT;Alameda de Martins, 506918-347 Abrantes;2013/02/07 16:38:32;debit_card;ACTIVE
AmélPereira;Amélia Pereira;amélpereira@li3.pt;(351) 913822453;1992/02/08;F;ND696842;PT;Praça Xavier Barros, 75118-332 Esmoriz;2014/05/20 10:24:00;debit_card;inactive
MatMagalhães-Costa559;Mateus Magalhães-Costa;matmagalhães-costa559@li3.pt;(351) 288574748;1958/12/13;M;YE743445;PT;Av Branco, 715864-568 Póvoa de Varzim;2019/11/23 07:09:15;credit_card;active
LSantos-Neto;Luana Santos-Neto;lsantos-neto@li3.pt;934944786;1961/09/21;F;BC517849;PT;Alameda de Santos, 619905-166 Paços de Ferreira;2013/03/11 03:37:28;debit_card;active
MaAbreu;Mauro da Abreu;maabreu@li3.pt;922 647 681;1985/10/05;M;UA036056;PT;Alameda Carvalho, 55715-674 Moura;2011/05/03 23:12:59;debit_card;active
IrFonseca-Lourenço;Irina Fonseca-Lourenço;irfonseca-lourenço@li3.pt;+351297945014;1993/02/14;F;;PT;Rua da Baleia, 286764-007 Lagos;2017/03/09 04:58:00;credit_card;active
NoLima;Noa Lima;nolima@li3.pt;912735426;1955/05/29;M;VD343148;PT;Rua do Prof. Egas Moniz, 674927-772 Montijo;2020/12/26 12:56:27;credit_card;active
LSoares1020;Luciana de Soares;lsoares1020@li3.pt;(351) 911 786 601;1967/07/14;F;WR226230;PT;Alameda Bryan Reis, 788896-763 Felgueiras;2020/05/10 21:37:29;cash;active
MCarvalho1827;Márcio Carvalho;mcarvalho1827@li3.pt;(351) 965067070;1971/08/29;M;VF829095;PT;Av Benedita Machado, 894967-778 Loures;2020/06/29 20:29:21;cash;active
MaurAlves;Mauro Alves;mauralves@li3.pt;915915483;1960/06/19;M;NR594140;PT;Alameda Morais, S/N9620-651 Pombal;2011/04/15 07:55:46;credit_card;active
RenatFigueiredo;Renata Figueiredo;renatfigueiredo@li3.pt;966 953 187;1973/07/09;F;RF638432;PT;Av Panorâmica Edgar Cardoso, 681944-335 Reguengos de Monsaraz;2016/09/24 03:46:13;debit_card;inactive
ÉLopes-Nunes;Érica Lopes-Nunes;élopes-nunes@li3.pt;(351) 937624574;1967/09/22;F;BK683545;PT;R. Tavares, S/N2360-990 Trofa;2010/06/02 08:43:42;cash;active
CarlSilva;Carlos Silva;carlsilva@li3.pt;(351) 911 393 664;1993/03/11;M;QQ099287;PT;Alameda Nelson Matos, 7564913-116 Alverca do Ribatejo;2019/12/15 05:08:31;debit_card;active
AnitFerreira;Anita Ferreira;anitferreira@li3.pt;(351) 912 941 018;1954/12/22;F;MJ195500;PT;Avenida Afonso de Albuquerque, 576722-206 Gondomar;2014/04/16 15:18:18;cash;active
NaiCorreia995;Nair Correia;naicorreia995@li3.pt;(351) 916 349 624;1993/08/31;F;PX281510;PT;Rua do Carregal, 440674-278 Quarteira;2017/09/21 14:57:48;debit_card;active
CrCarvalho;Cristiano Carvalho;crcarvalho@li3.pt;913819214;1980/07/17;M;ZO860310;PT;Av Mélanie Sá, 9951901-241 Amora;2015/12/29 11:58:21;debit_card;active
ToAlmeida1582;Tomás Almeida;toalmeida1582@li3.pt;(351) 910 407 851;1962/04/07;M;VJ272554;PT;Rua Moreira, 471782-150 Ponte de Sor;2017/04/15 06:27:42;cash;active
ECastro681;Emma Castro;ecastro681@li3.pt;(351) 924079689;1952/01/20;F;PW729991;PT;Alameda de Anjos, 97080-031 Esmoriz;2015/11/28 13:35:50;cash;active
TiMagalhães-Amaral428;Tiago Magalhães-Amaral;timagalhães-amaral428@li3.pt;(351) 918430267;1952/05/04;M;VW687600;PT;Largo Sousa, 75982-561 Mêda;2020/03/06 00:34:11;cash;active
JoeLeite;Joel do Leite;joeleiteatli3.pt;+351964021823;1969/04/12;M;HW263902;PT;Largo Luna Ribeiro, 378048-699 Ponte de Sor;2016/06/20 03:55:42;cash;active
JoanAlves-Moreira1339;Joana Alves-Moreira;joanalves-moreira1339@li3.pt;(351) 268 032 008;1977/03/30;F;TZ874838;PT;Av Neto, 4047863-700 Vizela;2012/11/10 00:57:48;debit_card;active
BAmorim;Bryan Amorim;bamorim@li3.pt;(351) 929 974 684;1966/10/10;M;IQ409346;PT;Av Pupilos do Exército, 70625-437 Alcobaça;2014/04/13 20:39:03;credit_card;active
BrRocha;Bryan Rocha;brrocha@li3.pt;(351) 935992706;1981/08/11;M;XP934136;PT;Largo Simões, 4059884-723 São Mamede de Infesta;2017/11/15 03:25:04;credit_card;active
PaFerreira1143;Paulo Ferreira;paferreira1143@li3.pt;(351) 252558744;2004/01/10;M;CF911855;PT;Travessa dos Heróis do Mar, 38630-915 Vila Nova de Santo André;2019/04/30 18:28:09;debit_card;active
ECastro-Barros173;Eduardo Castro-Barros;ecastro-barros173@li3.pt;(351) 287 654 993;2003/07/26;M;MV306467;PT;Praça Santos, S/N3496-558 Olhão;2015/06/30 17:33:04;debit_card;active
CamBorges1652;Camila Borges;camborges1652@li3.pt;(351) 918202055;1975/04/19;F;AT959139;PT;Avenida das Japoneiras, 6454951-666 Valbom;2012/08/11 21:05:40;credit_card;active
PatríciMarques94;Patrícia Marques;patrícimarques94@li3.pt;(351) 935 341 767;1951/05/28;F;TD829641;PT;R. Abreu, 94927-901 Ílhavo;2016/11/01 06:58:55;cash;active
DaTeixeira;David Teixeira;dateixeira@li3.pt;+351914965528;2005/09/27;M;LK496853;PT;R. Frederico Batista, 286487-699 Silves;2012/08/11 12:28:32;credit_card;active
MarRamos;Marco Ramos;marramos@li3.pt;(351) 915 429 259;1960/01/07;M;UZ739519;PT;Alameda da Rainha D. Leonor, S/N2992-401 Pombal;2010/12/21 07:39:06;debit_card;active
MeliPacheco;Melissa de Pacheco;melipacheco@li3.pt;(351) 936 134 155;1965/11/26;F;AG575503;PT;Alameda de S. Brás, 379783-351 Mêda;2010/10/20 19:11:41;debit_card;active
TiagRamos;Tiago Ramos;tiagramos@li3.pt;(351) 939076840;1990/06/20;M;GY687945;PT;Largo Ferreira, 781059-178 Sintra;2013/05/14 16:15:55;cash;active
ClFigueiredo2000;Clara Figueiredo;clfigueiredo2000@li3.pt;+351256900903;1973/10/27;F;UI923629;PT;Av Lorena Henriques, 777965-258 Lamego;2011/12/10 15:50:04;credit_card;active
YNeves368;Yara Neves;yneves368@li3.pt;(351) 923 404 176;1989/05/10;F;HS731416;PT;Alameda da Vitória, 3757126-549 Valongo;2015/08/23 08:36:16;cash;active
MarcoLeal;Marcos Leal;marcoleal@li3.pt;251 685 533;1959/03/18;M;NW276873;PT;R. Roentgen, 775677-438 Fátima;2014/08/24 00:06:00;credit_card;active
MauSilva204;Mauro Silva;mausilva204@li3.pt;(351) 962 365 058;1964/02/07;M;ZU823969;PT;Alameda Lourenço, 108043-380 São Salvador de Lordelo;2019/02/10 06:21:14;cash;ACTIVE
PPinheiro408;Paulo Pinheiro;ppinheiro408@li3.pt;911936399;1972/02/17;M;GS057441;PT;Alameda Coelho, 198087-011 Póvoa de Varzim;2013/11/14 23:33:51;debit_card;active
BenjamiMota;Benjamim Mota;benjamimota@li3.pt;(351) 923 218 299;1997/12/06;M;OS134392;PT;Av de Nascimento, S/N8243-515 Beja;2012/07/26 14:34:08;cash;active
SanMorais55;Sandro Morais;sanmorais55@li3.pt;(351) 922260689;1974/05/07;M;XR855911;PT;R. de Alves, 401734-118 Gafanha da Nazaré;2019/12/18 01:17:45;debit_card;inactive
EAlves;Eva Alves;ealves@li3.pt;266 999 094;1960/09/29;F;PU729045;PT;Largo Benjamim Pinheiro, 181540-838 Guimarães;2017/07/26 22:48:33;credit_card;active
ÁlvarVieira341;Álvaro do Vieira;álvarvieira341@li3.pt;930486499;1998/02/22;M;TD854023;PT;Travessa Machado, 9743847-456 Coimbra;2014/07/06 16:38:44;credit_card;active
MMoreira;Mia Moreira;mmoreira@li3.pt;+351962811210;2001/09/22;F;BE332397;PT;Avenida Mendes, 280241-069 Tavira;2018/03/02 22:25:42;debit_card;active
AAlves1350;Alice Alves;aalves1350@li3.pt;(351) 912 184 506;1988/06/21;F;EW436650;PT;R. Wilson Abreu, 234610-510 Ílhavo;2013/02/21 11:28:43;debit_card;active
InPinheiro25;Inês Pinheiro;inpinheiro25@li3.pt;930 867 962;1995/08/26;F;YP258085;PT;Rua de Pacheco, 29419-184 Cartaxo;2012/04/29 12:42:56;cash;ACTIVE
VítBrito114;Vítor Brito;vítbrito114@li3.pt;249 256 390;1991/03/07;M;JT139437;PT;Avenida Isaac Henriques, 166544-977 Lisboa;2015/10/26 03:31:34;credit_card;inactive
CarFerreira1981;Carolina da Ferreira;carferreira1981@li3.pt;(351) 930449614;1966/09/26;F;WM601822;PT;Praça Caetana Pereira, 867368-857 Loulé;2013/01/21 09:58:02;debit_card;inactive
ÁMorais87;Álvaro Morais;ámorais87@li3.pt;+351912373630;1996/10/23;M;PE389036;PT;;2017/10/15 15:24:16;debit_card;active
NúrMonteiro;Núria Monteiro;núrmonteiro@li3.pt;227 444 992;1987/09/14;F;LK896923;PT;R. Fernandes, 458766-491 Torres Vedras;2020/10/05 15:45:08;cash;active
LiGaspar;Lia Gaspar;ligaspar@li3.pt;913 574 466;2004/05/21;F;VA958169;PT;Avenida de Matias, 149707-481 Cantanhede;2010/11/24 05:38:28;cash;inactive
AlexandrMagalhães-Loureiro498;Alexandra Magalhães-Loureiro;alexandrmagalhães-loureiro498@li3.pt;(351) 938160133;1959/01/27;F;GG090548;PT;Avenida de Gaspar, 782871-891 Moura;2015/12/27 18:09:34;debit_card;active
MicOliveira;Micael Oliveira;micoliveira@li3.pt;(351) 921 419 299;1977/12/10;;VT456365;PT;Praça Tiago Vaz, S/N4046-073 Gouveia;2011/05/11 16:36:33;debit_card;active
AliceBorges;Alice-Rita Borges;aliceborges@li3.pt;(351) 939 951 004;1961/06/03;F;XW072146;PT;Av Abreu, 71222-898 Ermesinde;2013/09/09 16:40:20;debit_card;active
FredeMatos;Frederico Matos;fredematos@li3.pt;(351) 290 500 094;2004/05/02;M;ER058352;PT;R. das Pedras, 625888-779 Tarouca;2013/06/09 19:59:34;cash;active
EmFonseca;Ema Fonseca;emfonseca@li3.pt;(351) 927 323 941;1989/12/18;F;DS679795;PT;Alameda Brian Cardoso, S/N8654-172 Olhão;2013/08/16 12:23:09;credit_card;active
LAraújo;Lucas do Araújo;laraújo@li3.pt;(351) 963118608;1968/12/04;M;HY693855;PT;Alameda Branco, 180344-193 Pinhel;2016/05/19 02:07:38;credit_card;active
LucaCoelho775;Lucas Coelho;lucacoelho775@li3.pt;(351) 920 621 461;1963/07/15;M;JP131864;PT;Travessa Gomes, 621841-546 Caldas da Rainha;2011/08/09 17:22:26;credit_card;active
MMoura-Barros265;Mauro Moura-Barros;mmoura-barros265@li3.pt;(351) 929515294;1997/04/08;M;AM228242;PT;Alameda das Tágides, 419106-187 Silves;2019/02/03 01:56:44;debit_card;active
LiSoares;Lia Soares;lisoares@li3.pt;;1988/11/22;F;CL929768;PT;Av de Jesus, 6210610-205 Lagoa;2011/03/16 17:24:55;debit_card;active
NoaNunes1851;Noah do Nunes;noanunes1851@li3.pt;968866059;1986/07/24;M;HC211000;PT;Rua Lia Sousa, 7378105-949 Braga;2020/01/09 22:00:00;debit_card;active
LoBorges;Lourenço Borges;loborges@li3.pt;(351) 205 429 532;1970/02/28;M;CS357385;PT;Travessa Mário Melo, 999083-046 Sacavém;2017/10/12 00:35:57;debit_card;active
ÂngeMoreira1247;Ângela Moreira;ângemoreira1247@li3.pt;(351) 915251305;1985/02/01;F;EV060317;PT;Av S. Bartolomeu, 693020-260 Sintra;2016/11/29 05:42:42;debit_card;active
LúciMartins;Lúcia Martins;lúcimartins@li3.pt;(351) 964084809;2001/03/08;F;UK513637;PT;Travessa de S. João da Foz, 427165-520 Rio Tinto;2013/11/09 19:27:48;cash;active
JMorais1657;Jorge Morais;jmorais1657@li3.pt;+351926611464;1962/02/22;M;XB963190;PT;R. Baptista, S/N3157-905 Santarém;2014/04/27 07:16:13;cash;active
AndreiMota;Andreia da Mota;andreimota@li3.pt;(351) 201 216 179;1950/03/25;F;DT813644;PT;Travessa de Carneiro, 668257-905 Oliveira do Bairro;2012/01/21 05:29:07;credit_card;inactive
KeviSimões475;Kevin Simões;kevisimões475@li3.pt;(351) 255500337;1973/10/12;M;QZ450344;PT;R. do Viso, 858078-842 Espinho;2017/03/12 05:09:45;cash;active
LeonJesus895;Leonor Jesus;leonjesus895@li3.pt;(351) 926752645;1951/03/08;F;TC347819;PT;Rua de Martins, 986606-582 Matosinhos;2011/02/12 17:44:40;credit_card;active
YarGaspar;Yara Gaspar;yargaspar@li3.pt;(351) 931708449;1987/08/28;F;RZ620270;PT;Largo de Moura, 84399-257 Vila Real de Santo António;2014/10/23 12:00:15;cash;active
DiRodrigues-Costa;Dinis Rodrigues-Costa;dirodrigues-costa@li3.pt;(351) 926 611 503;1961/06/05;M;TR965734;PT;Praça de Gomes, 996725-467 Esmoriz;2014/07/29 03:30:36;credit_card;active
KeAnjos1125;Kevin do Anjos;keanjos1125@li3.pt;(351) 913 708 554;1957/12/11;M;NF029748;PT;Travessa Fernando Sousa, S/N1512-691 Almada;2010/01/14 02:48:37;cash;active
LouVicente-Gaspar;Lourenço Vicente-Gaspar;louvicente-gaspar@li3.pt;968874517;2001/01/31;M;SZ679512;PT;Praça de Magalhães, 209811-757 Miranda do Douro;2015/02/10 22:12:02;credit_card;active
VítMiranda328;Vítor do Miranda;vítmiranda328@li3.pt;(351) 910 432 069;1977/11/10;M;YT359999;PT;Praça de Marques, S/N0238-411 Trancoso;2013/12/20 23:43:27;;active
AméliBarros854;Amélia Barros;amélibarros854@li3.pt;(351) 919020196;1959/12/02;F;VB400329;PT;Avenida de Branco, 63711-380 Sacavém;2017/09/26 06:46:36;credit_card;active
PCarneiro468;Paulo Carneiro;pcarneiro468@li3.pt;+351960172231;1980/10/24;M;TJ732553;PT;Travessa de Vieira, 606457-262 Castelo Branco;2016/04/08 18:03:16;debit_card;active
ÍrGuerreiro;Íris Guerreiro;írguerreiro@li3.pt;(351) 921 252 305;1961/03/14;F;DN577762;PT;Avenida de Ferreira, 253206-426 Vila Real de Santo António;2010/09/08 11:46:58;debit_card;inactive
MBaptista1978;Marcos Baptista;mbaptista1978@li3.pt;921453698;1987/01/21;M;IM274875;PT;Travessa Fabiana Rocha, 931529-133 Marco de Canaveses;2017/09/03 02:44:51;credit_card;active
DaCorreia112;David Correia;dacorreia112@li3.pt;;1976/07/28;M;JV694128;PT;Praça Torres, 855875-442 Trofa;2015/07/19 18:50:14;debit_card;active
IRamos1503;Isabel Ramos;iramos1503@li3.pt;+351935456992;1958/07/03;F;ES450254;PT;R. de Nogueira, 170754-981 Valpaços;2019/04/29 12:55:01;cash;active
